elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
6/28/2022,"ATOKA","ATOKA COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,9,"PAUL ROYSE",REP,0,1,3,4,,
6/28/2022,"ATOKA","ATOKA COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,10,"LAURA MORENO",REP,0,0,10,10,,
6/28/2022,"ATOKA","ATOKA COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,11,"NATHAN DAHM",REP,0,3,40,43,,
6/28/2022,"ATOKA","ATOKA COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,12,"JESSICA JEAN GARRISON",REP,1,1,9,11,,
6/28/2022,"ATOKA","ATOKA COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,13,"MICHAEL COIBION",REP,0,0,9,9,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,1,"JOHN BENNETT",REP,0,1,42,43,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,2,"CHRIS SCHILLER",REP,0,9,19,28,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,3,"DAVID DERBY",REP,0,2,38,40,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,4,"JOSH BRECHEEN",REP,3,79,485,567,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,5,"GUY BARKER",REP,0,7,63,70,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,6,"PAMELA GORDON",REP,0,6,37,43,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,7,"WES NOFIRE",REP,0,2,13,15,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,8,"ERICK P. WYATT",REP,0,1,4,5,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,9,"JOHNNY TEEHEE",REP,2,7,38,47,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,10,"AVERY FRIX",REP,0,6,32,38,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,11,"DUSTIN ROBERTS",REP,2,11,78,91,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,12,"CLINT JOHNSON",REP,2,1,9,12,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,13,"RHONDA HOPKINS",REP,1,1,6,8,,
6/28/2022,"ATOKA","ATOKA COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,13,13,14,"MARTY QUINN",REP,0,0,3,3,,
6/28/2022,"ATOKA","ATOKA COUNTY",11402,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,1,"SHANE TOMLINSON",REP,2,36,150,188,ATOKA
6/28/2022,"ATOKA","ATOKA COUNTY",11402,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,2,"ETHAN SETTLEMIRE",REP,3,26,167,196,ATOKA
6/28/2022,"ATOKA","ATOKA COUNTY",13001,"FOR GOVERNOR",DEM,13,13,1,"CONNIE JOHNSON",DEM,5,23,213,241,,
6/28/2022,"ATOKA","ATOKA COUNTY",13001,"FOR GOVERNOR",DEM,13,13,2,"JOY HOFMEISTER",DEM,3,40,212,255,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,1,"JASON BOLLINGER",DEM,0,10,64,74,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,2,"BRANDON WADE",DEM,1,12,100,113,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,3,"MADISON HORN",DEM,3,9,75,87,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,4,"ARYA AZMA",DEM,0,0,24,24,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,5,"JO GLENN",DEM,0,14,44,58,,
6/28/2022,"ATOKA","ATOKA COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,13,13,6,"DENNIS L. BAKER",DEM,4,17,110,131,,
6/28/2022,"BEAVER","BEAVER COUNTY",11001,"FOR GOVERNOR",REP,7,7,1,"MOIRA McCABE",REP,0,4,18,22,,
6/28/2022,"BEAVER","BEAVER COUNTY",11001,"FOR GOVERNOR",REP,7,7,2,"JOEL KINTSEL",REP,0,17,85,102,,
6/28/2022,"BEAVER","BEAVER COUNTY",11001,"FOR GOVERNOR",REP,7,7,3,"KEVIN STITT",REP,12,29,394,435,,
6/28/2022,"BEAVER","BEAVER COUNTY",11001,"FOR GOVERNOR",REP,7,7,4,"MARK SHERWOOD",REP,4,9,120,133,,
6/28/2022,"BEAVER","BEAVER COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,7,7,1,"STEVEN W. McQUILLEN",REP,6,22,272,300,,
6/28/2022,"BEAVER","BEAVER COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,7,7,2,"CINDY BYRD",REP,10,33,334,377,,
6/28/2022,"BEAVER","BEAVER COUNTY",11004,"FOR ATTORNEY GENERAL",REP,7,7,1,"GENTNER F. DRUMMOND",REP,9,36,363,408,,
6/28/2022,"BEAVER","BEAVER COUNTY",11004,"FOR ATTORNEY GENERAL",REP,7,7,2,"JOHN M. O'CONNOR",REP,7,21,242,270,,
6/28/2022,"BEAVER","BEAVER COUNTY",11005,"FOR STATE TREASURER",REP,7,7,1,"DAVID B. HOOTEN",REP,3,14,124,141,,
6/28/2022,"BEAVER","BEAVER COUNTY",11005,"FOR STATE TREASURER",REP,7,7,2,"CLARK JOLLEY",REP,2,22,174,198,,
6/28/2022,"BEAVER","BEAVER COUNTY",11005,"FOR STATE TREASURER",REP,7,7,3,"TODD RUSS",REP,10,16,281,307,,
6/28/2022,"BEAVER","BEAVER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,1,"JOHN COX",REP,2,17,159,178,,
6/28/2022,"BEAVER","BEAVER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,2,"WILLIAM E. CROZIER",REP,0,1,25,26,,
6/28/2022,"BEAVER","BEAVER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,3,"APRIL GRACE",REP,2,7,123,132,,
6/28/2022,"BEAVER","BEAVER COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,4,"RYAN WALTERS",REP,12,30,289,331,,
6/28/2022,"BEAVER","BEAVER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,1,"KEITH SWINTON",REP,3,13,120,136,,
6/28/2022,"BEAVER","BEAVER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,2,"SEAN ROBERTS",REP,2,14,210,226,,
6/28/2022,"BEAVER","BEAVER COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,3,"LESLIE KATHRYN OSBORN",REP,11,24,241,276,,
6/28/2022,"BEAVER","BEAVER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,1,"HAROLD D SPRADLING",REP,2,4,84,90,,
6/28/2022,"BEAVER","BEAVER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,2,"JUSTIN HORNBACK",REP,1,10,168,179,,
6/28/2022,"BEAVER","BEAVER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,3,"TODD THOMSEN",REP,4,11,147,162,,
6/28/2022,"BEAVER","BEAVER COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,4,"KIM DAVID",REP,7,21,170,198,,
6/28/2022,"BEAVER","BEAVER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,1,"JACKSON LAHMEYER",REP,3,18,235,256,,
6/28/2022,"BEAVER","BEAVER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,2,"JAMES LANKFORD",REP,12,37,347,396,,
6/28/2022,"BEAVER","BEAVER COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,3,"JOAN FARR",REP,1,4,38,43,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,1,"LUKE HOLLAND",REP,0,5,40,45,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,2,"MARKWAYNE MULLIN",REP,9,26,246,281,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,3,"JOHN F. TOMPKINS",REP,0,0,10,10,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,4,"SCOTT PRUITT",REP,2,4,54,60,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,5,"T.W. SHANNON",REP,4,11,112,127,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,6,"ADAM HOLLEY",REP,0,0,4,4,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,7,"RANDY J GRELLNER",REP,0,4,28,32,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,8,"ALEX GRAY",REP,0,0,8,8,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,9,"PAUL ROYSE",REP,0,1,13,14,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,10,"LAURA MORENO",REP,0,0,7,7,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,11,"NATHAN DAHM",REP,0,4,43,47,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,12,"JESSICA JEAN GARRISON",REP,0,1,28,29,,
6/28/2022,"BEAVER","BEAVER COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,13,"MICHAEL COIBION",REP,0,2,10,12,,
6/28/2022,"BEAVER","BEAVER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,7,7,1,"FRANK D. LUCAS",REP,12,35,335,382,,
6/28/2022,"BEAVER","BEAVER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,7,7,2,"WADE BURLESON",REP,4,20,233,257,,
6/28/2022,"BEAVER","BEAVER COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,7,7,3,"STEPHEN BUTLER",REP,0,3,51,54,,
6/28/2022,"BEAVER","BEAVER COUNTY",13001,"FOR GOVERNOR",DEM,7,7,1,"CONNIE JOHNSON",DEM,1,2,22,25,,
6/28/2022,"BEAVER","BEAVER COUNTY",13001,"FOR GOVERNOR",DEM,7,7,2,"JOY HOFMEISTER",DEM,4,0,26,30,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,1,"JASON BOLLINGER",DEM,1,0,8,9,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,2,"BRANDON WADE",DEM,0,1,10,11,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,3,"MADISON HORN",DEM,1,1,13,15,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,4,"ARYA AZMA",DEM,0,0,1,1,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,5,"JO GLENN",DEM,1,0,8,9,,
6/28/2022,"BEAVER","BEAVER COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,6,"DENNIS L. BAKER",DEM,2,0,6,8,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11001,"FOR GOVERNOR",REP,12,12,1,"MOIRA McCABE",REP,4,3,62,69,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11001,"FOR GOVERNOR",REP,12,12,2,"JOEL KINTSEL",REP,2,22,197,221,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11001,"FOR GOVERNOR",REP,12,12,3,"KEVIN STITT",REP,50,90,1528,1668,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11001,"FOR GOVERNOR",REP,12,12,4,"MARK SHERWOOD",REP,3,20,228,251,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,12,12,1,"STEVEN W. McQUILLEN",REP,15,33,591,639,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,12,12,2,"CINDY BYRD",REP,40,91,1349,1480,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11004,"FOR ATTORNEY GENERAL",REP,12,12,1,"GENTNER F. DRUMMOND",REP,38,83,996,1117,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11004,"FOR ATTORNEY GENERAL",REP,12,12,2,"JOHN M. O'CONNOR",REP,20,46,970,1036,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11005,"FOR STATE TREASURER",REP,12,12,1,"DAVID B. HOOTEN",REP,5,11,224,240,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11005,"FOR STATE TREASURER",REP,12,12,2,"CLARK JOLLEY",REP,20,29,397,446,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11005,"FOR STATE TREASURER",REP,12,12,3,"TODD RUSS",REP,34,92,1369,1495,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,1,"JOHN COX",REP,10,32,447,489,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,2,"WILLIAM E. CROZIER",REP,3,5,75,83,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,3,"APRIL GRACE",REP,20,33,556,609,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,12,12,4,"RYAN WALTERS",REP,20,55,869,944,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,1,"KEITH SWINTON",REP,8,13,285,306,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,2,"SEAN ROBERTS",REP,13,44,706,763,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,12,12,3,"LESLIE KATHRYN OSBORN",REP,31,64,906,1001,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,1,"HAROLD D SPRADLING",REP,3,18,272,293,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,2,"JUSTIN HORNBACK",REP,11,23,380,414,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,3,"TODD THOMSEN",REP,12,18,493,523,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,12,12,4,"KIM DAVID",REP,24,61,715,800,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,1,"JACKSON LAHMEYER",REP,8,33,522,563,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,2,"JAMES LANKFORD",REP,49,95,1359,1503,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11010,"FOR UNITED STATES SENATOR",REP,12,12,3,"JOAN FARR",REP,2,8,115,125,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,1,"LUKE HOLLAND",REP,9,14,268,291,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,2,"MARKWAYNE MULLIN",REP,27,52,774,853,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,3,"JOHN F. TOMPKINS",REP,0,5,28,33,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,4,"SCOTT PRUITT",REP,0,7,176,183,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,5,"T.W. SHANNON",REP,8,30,395,433,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,6,"ADAM HOLLEY",REP,0,0,17,17,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,7,"RANDY J GRELLNER",REP,2,10,74,86,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,8,"ALEX GRAY",REP,3,1,20,24,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,9,"PAUL ROYSE",REP,0,0,12,12,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,10,"LAURA MORENO",REP,0,0,37,37,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,11,"NATHAN DAHM",REP,8,8,117,133,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,12,"JESSICA JEAN GARRISON",REP,1,6,48,55,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,12,12,13,"MICHAEL COIBION",REP,0,1,5,6,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,1,"FRANK D. LUCAS",REP,40,88,1228,1356,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,2,"WADE BURLESON",REP,16,39,581,636,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,12,12,3,"STEPHEN BUTLER",REP,4,11,180,195,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11095,"FOR STATE REPRESENTATIVE DISTRICT 55",REP,7,7,1,"JEFF SAWATZKY",REP,11,6,239,256,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11095,"FOR STATE REPRESENTATIVE DISTRICT 55",REP,7,7,2,"NICK ARCHER",REP,27,57,1095,1179,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11095,"FOR STATE REPRESENTATIVE DISTRICT 55",REP,7,7,3,"TAD BOONE",REP,5,1,61,67,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11097,"FOR STATE REPRESENTATIVE DISTRICT 57",REP,5,5,1,"ANTHONY MOORE",REP,12,53,351,416,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11097,"FOR STATE REPRESENTATIVE DISTRICT 57",REP,5,5,2,"KRISTEN KELLEY POISSON",REP,1,20,248,269,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",11173,"FOR COUNTY ASSESSOR",REP,12,12,1,"JONATHAN BECK",REP,44,88,1141,1273,BECKHAM
6/28/2022,"BECKHAM","BECKHAM COUNTY",11173,"FOR COUNTY ASSESSOR",REP,12,12,2,"KAYLA YORK HARRIS",REP,14,46,823,883,BECKHAM
6/28/2022,"BECKHAM","BECKHAM COUNTY",11404,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,5,5,1,"ROBERT THOMPSON",REP,6,12,324,342,BECKHAM
6/28/2022,"BECKHAM","BECKHAM COUNTY",11404,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,5,5,2,"JOHNNY DAVIS",REP,27,33,562,622,BECKHAM
6/28/2022,"BECKHAM","BECKHAM COUNTY",13001,"FOR GOVERNOR",DEM,12,12,1,"CONNIE JOHNSON",DEM,4,7,190,201,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13001,"FOR GOVERNOR",DEM,12,12,2,"JOY HOFMEISTER",DEM,22,28,269,319,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,1,"JASON BOLLINGER",DEM,15,19,167,201,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,2,"BRANDON WADE",DEM,4,4,65,73,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,3,"MADISON HORN",DEM,3,6,102,111,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,4,"ARYA AZMA",DEM,1,3,16,20,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,5,"JO GLENN",DEM,3,1,48,52,,
6/28/2022,"BECKHAM","BECKHAM COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,12,12,6,"DENNIS L. BAKER",DEM,1,0,55,56,,
6/28/2022,"BLAINE","BLAINE COUNTY",11001,"FOR GOVERNOR",REP,9,9,1,"MOIRA McCABE",REP,0,3,38,41,,
6/28/2022,"BLAINE","BLAINE COUNTY",11001,"FOR GOVERNOR",REP,9,9,2,"JOEL KINTSEL",REP,4,9,131,144,,
6/28/2022,"BLAINE","BLAINE COUNTY",11001,"FOR GOVERNOR",REP,9,9,3,"KEVIN STITT",REP,35,78,851,964,,
6/28/2022,"BLAINE","BLAINE COUNTY",11001,"FOR GOVERNOR",REP,9,9,4,"MARK SHERWOOD",REP,4,14,158,176,,
6/28/2022,"BLAINE","BLAINE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,9,9,1,"STEVEN W. McQUILLEN",REP,15,28,357,400,,
6/28/2022,"BLAINE","BLAINE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,9,9,2,"CINDY BYRD",REP,26,71,796,893,,
6/28/2022,"BLAINE","BLAINE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,9,9,1,"GENTNER F. DRUMMOND",REP,25,64,598,687,,
6/28/2022,"BLAINE","BLAINE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,9,9,2,"JOHN M. O'CONNOR",REP,19,39,564,622,,
6/28/2022,"BLAINE","BLAINE COUNTY",11005,"FOR STATE TREASURER",REP,9,9,1,"DAVID B. HOOTEN",REP,6,12,208,226,,
6/28/2022,"BLAINE","BLAINE COUNTY",11005,"FOR STATE TREASURER",REP,9,9,2,"CLARK JOLLEY",REP,11,32,326,369,,
6/28/2022,"BLAINE","BLAINE COUNTY",11005,"FOR STATE TREASURER",REP,9,9,3,"TODD RUSS",REP,25,56,582,663,,
6/28/2022,"BLAINE","BLAINE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,9,9,1,"JOHN COX",REP,11,18,276,305,,
6/28/2022,"BLAINE","BLAINE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,9,9,2,"WILLIAM E. CROZIER",REP,1,2,45,48,,
6/28/2022,"BLAINE","BLAINE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,9,9,3,"APRIL GRACE",REP,7,38,351,396,,
6/28/2022,"BLAINE","BLAINE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,9,9,4,"RYAN WALTERS",REP,21,41,471,533,,
6/28/2022,"BLAINE","BLAINE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,9,9,1,"KEITH SWINTON",REP,8,10,159,177,,
6/28/2022,"BLAINE","BLAINE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,9,9,2,"SEAN ROBERTS",REP,12,29,417,458,,
6/28/2022,"BLAINE","BLAINE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,9,9,3,"LESLIE KATHRYN OSBORN",REP,19,56,535,610,,
6/28/2022,"BLAINE","BLAINE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,9,9,1,"HAROLD D SPRADLING",REP,5,13,148,166,,
6/28/2022,"BLAINE","BLAINE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,9,9,2,"JUSTIN HORNBACK",REP,8,16,247,271,,
6/28/2022,"BLAINE","BLAINE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,9,9,3,"TODD THOMSEN",REP,9,24,271,304,,
6/28/2022,"BLAINE","BLAINE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,9,9,4,"KIM DAVID",REP,14,43,433,490,,
6/28/2022,"BLAINE","BLAINE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,9,9,1,"JACKSON LAHMEYER",REP,6,16,253,275,,
6/28/2022,"BLAINE","BLAINE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,9,9,2,"JAMES LANKFORD",REP,35,81,831,947,,
6/28/2022,"BLAINE","BLAINE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,9,9,3,"JOAN FARR",REP,3,5,87,95,,
6/28/2022,"BLAINE","BLAINE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,9,9,1,"LUKE HOLLAND",REP,8,23,178,209,,
